label,count,entity,value_type,normalized,note
Điều điện thoại của phòng gian lận,3,,TEXT,đieu đien thoai cua phong gian lan,below_threshold
Điều đầu tiên,3,,TEXT,đieu đau tien,below_threshold
Điểm hỗ trợ tài khoản,3,,TEXT,điem ho tro account,below_threshold
Điểm hủy bỏ tiền đặt cọc,3,,TEXT,điem huy bo tien đat coc,below_threshold
Điển khoản ngân hàng,3,,TEXT,đien khoan ngan hang,below_threshold
Điện ích,3,,TEXT,đien ich,below_threshold
Điện ích của Công ty,3,,TEXT,đien ich cua cong ty,below_threshold
Đăng ký thư,3,,TEXT,đang ky thu,below_threshold
24/7 Live Chat,2,,TEXT,24 7 live chat,below_threshold
AMEX Dịch vụ Điện thoại Số,2,AMEX,TEXT,amex dich vu đien thoai so,below_threshold
AMEX Dịch vụ Điện thoại số,2,AMEX,TEXT,amex dich vu đien thoai so,below_threshold
AMEX Hỗ trợ Khách hàng,2,AMEX,TEXT,amex ho tro khach hang,below_threshold
Account Credentials,2,,TEXT,account credentials,below_threshold
Account Management,2,,TEXT,account management,below_threshold
Account Services,2,,TEXT,account services,below_threshold
American Express,2,AMERICAN_EXPRESS,TEXT,american express,below_threshold
American Express Dịch vụ Điện thoại Số điện thoại,2,AMERICAN_EXPRESS,TEXT,american express dich vu đien thoai so đien thoai,below_threshold
Balances,2,,TEXT,balances,below_threshold
Bank Branch Location,2,,TEXT,bank branch location,below_threshold
Bank Branch Locations,2,,TEXT,bank branch locations,below_threshold
Bank Contact Number,2,,TEXT,bank contact number,below_threshold
Bank Helpline Number,2,,TEXT,bank helpline number,below_threshold
Bank's,2,,TEXT,bank s,below_threshold
Banking Mobile App,2,,TEXT,banking mobile app,below_threshold
Billing Statements,2,,TEXT,billing statement,below_threshold
Block,2,,TEXT,block,below_threshold
C Password,2,,TEXT,c password,below_threshold
Cancell,2,,TEXT,cancell,below_threshold
Cancellation,2,,TEXT,cancellation,below_threshold
Card Fees,2,,TEXT,card fee,below_threshold
Card Issuing Bank,2,,TEXT,card issuing bank,below_threshold
Card Settings,2,,TEXT,card settings,below_threshold
Cards Services,2,,TEXT,cards services,below_threshold
Cards hủy,2,,TEXT,cards huy,below_threshold
Cart Number,2,,TEXT,cart number,below_threshold
Check Mortgage Payments,2,,TEXT,check mortgage payments,below_threshold
Chiên cứu trực tuyến,2,,TEXT,chien cuu truc tuyen,below_threshold
Close Card,2,,TEXT,close card,below_threshold
Code Security,2,,TEXT,code security,below_threshold
Company,2,,TEXT,company,below_threshold
Conta Closes,2,,TEXT,conta closes,below_threshold
Contact Card,2,,TEXT,contact card,below_threshold
Contact Fees,2,,TEXT,contact fee,below_threshold
Credit Card Activation App,2,,TEXT,credit card activation app,below_threshold
Credit Card Balance,2,,TEXT,credit card balance,below_threshold
Credit Card Summary,2,,TEXT,credit card summary,below_threshold
Credit Information,2,,TEXT,credit information,below_threshold
Credit Score,2,,TEXT,credit score,below_threshold
Credit Support Team,2,,TEXT,credit support team,below_threshold
Credit and Charges,2,,TEXT,credit and charges,below_threshold
Credit and Fees,2,,TEXT,credit and fee,below_threshold
Custom Phone.,2,,TEXT,custom phone.,below_threshold
Custom Support Number,2,,TEXT,custom support number,below_threshold
Customer Activation,2,,TEXT,customer activation,below_threshold
Customer Hỗ trợ,2,,TEXT,customer ho tro,below_threshold
Customer Information,2,,TEXT,customer information,below_threshold
Customer Support Channels,2,,TEXT,customer support channels,below_threshold
Customer Support Contact,2,,TEXT,customer support contact,below_threshold
Customer Support Live Chat,2,,TEXT,customer support live chat,below_threshold
Customer Support Services,2,,TEXT,customer support services,below_threshold
Customer Working Hours.,2,,TEXT,customer hours.,below_threshold
Customer hỗ trợ,2,,TEXT,customer ho tro,below_threshold
Cài đặt,2,,TEXT,cai đat,below_threshold
Cài đặt Password,2,,TEXT,cai đat password,below_threshold
Cài đặt bảo mật,2,,TEXT,cai đat security,below_threshold
Cài đặt hồ sơ,2,,TEXT,cai đat ho so,below_threshold
Các Card Đạt,2,,TEXT,cac card đat,below_threshold
Các Cài đặt tài khoản,2,,TEXT,cac cai đat account,below_threshold
Các Tờ Hủy,2,,TEXT,cac to huy,below_threshold
Các khoản hỗ trợ điện thoại,2,,TEXT,cac khoan ho tro đien thoai,below_threshold
Các thẻ hủy,2,,TEXT,cac card huy,below_threshold
Câu thuẫn tài khoản,2,,TEXT,cau thuan account,below_threshold
Công sách bảo mật,2,,TEXT,cong sach security,below_threshold
Công sách quyền riêng tư,2,,TEXT,cong sach quyen rieng tu,below_threshold
Công ty Mobile App,2,,TEXT,cong ty mobile app,below_threshold
Công ty Name,2,,TEXT,cong ty name,below_threshold
Công ty Tài khoản Đơn vị,2,,TEXT,cong ty account đon vi,below_threshold
Công ty bảo hiểm,2,,TEXT,cong ty bao hiem,below_threshold
Công ty dịch vụ,2,,TEXT,cong ty dich vu,below_threshold
Công ty hủy bỏ,2,,TEXT,cong ty huy bo,below_threshold
Công ty hủy bỏ tiền đặt cọc,2,,TEXT,cong ty huy bo tien đat coc,below_threshold
Công ty kích hoạt,2,,TEXT,cong ty activate,below_threshold
Công ty mật khẩu,2,,TEXT,cong ty password,below_threshold
Công ty thanh toán,2,,TEXT,cong ty thanh toan,below_threshold
Công ty thẻ tín dụng,2,,TEXT,cong ty card tin dung,below_threshold
Công ty vay tiền,2,,TEXT,cong ty vay tien,below_threshold
Công ty ảo,2,,TEXT,cong ty ao,below_threshold
Công ty ủng hộ,2,,TEXT,cong ty ung ho,below_threshold
Công ty Ứng dụng,2,,TEXT,cong ty ung dung,below_threshold
Công việc cài đặt thẻ,2,,TEXT,cong viec cai đat card,below_threshold
Công việc kích hoạt thẻ,2,,TEXT,cong viec activate card,below_threshold
Công việc quản lý thẻ,2,,TEXT,cong viec quan ly card,below_threshold
Công việc tín dụng,2,,TEXT,cong viec tin dung,below_threshold
Công ước và điều kiện,2,,TEXT,cong uoc va đieu kien,below_threshold
Dịch vụ Khách hàng Ngân hàng,2,,TEXT,dich vu khach hang ngan hang,below_threshold
Fee Summary,2,,TEXT,fee summary,below_threshold
Hiện hỗ trợ điện thoại,2,,TEXT,hien ho tro đien thoai,below_threshold
Hiện khoản Số,2,,TEXT,hien khoan so,below_threshold
Hiện khoản dịch vụ điện thoại khách hàng,2,,TEXT,hien khoan dich vu đien thoai khach hang,below_threshold
Hiện khoản hỗ trợ khách hàng,2,,TEXT,hien khoan ho tro khach hang,below_threshold
Hiện khoản hỗ trợ khách hàng Điện thoại số,2,,TEXT,hien khoan ho tro khach hang đien thoai so,below_threshold
Hiện thẻ tín dụng,2,,TEXT,hien card tin dung,below_threshold
Hiện ích hỗ trợ khách hàng Điện thoại số,2,,TEXT,hien ich ho tro khach hang đien thoai so,below_threshold
Học tiền mặt hỗ trợ khách hàng,2,,TEXT,hoc tien mat ho tro khach hang,below_threshold
Học tài khoản,2,,TEXT,hoc account,below_threshold
Hộp khoản,2,,TEXT,hop khoan,below_threshold
Hộp khoản ngân hàng,2,,TEXT,hop khoan ngan hang,below_threshold
Hộp số ngân hàng Routing,2,,TEXT,hop so ngan hang routing,below_threshold
Hộp tiền_,2,,TEXT,hop tien,below_threshold
Hủy,2,,TEXT,huy,below_threshold
Hủy bỏ,2,,TEXT,huy bo,below_threshold
Hủy bỏ tài khoản số,2,,TEXT,huy bo account so,below_threshold
Last Name,2,,TEXT,last name,below_threshold
Lending Platforms,2,,TEXT,lending platforms,below_threshold
Loan Agreement Date,2,,TEXT,loan agreement date,below_threshold
Loan Application ID,2,,TEXT,loan application id,below_threshold
Loan Cancellation,2,,TEXT,loan cancellation,below_threshold
Loan Dashboard,2,,TEXT,loan dashboard,below_threshold
Loan Hỗ trợ Bộ,2,,TEXT,loan ho tro bo,below_threshold
Loan Hỗ trợ Khách hàng Điện thoại Số,2,,TEXT,loan ho tro khach hang đien thoai so,below_threshold
Loan Hủy khoản,2,,TEXT,loan huy khoan,below_threshold
Loan Hủy khoản vay của chúng tôi,2,,TEXT,loan huy khoan vay cua chung toi,below_threshold
Loan Quản lý,2,,TEXT,loan quan ly,below_threshold
Loan Services,2,,TEXT,loan services,below_threshold
Loan Start Date,2,,TEXT,loan start date,below_threshold
Location,2,,TEXT,location,below_threshold
Mortgage Cancellation,2,,TEXT,mortgage cancellation,below_threshold
Mortgage Customer Service,2,,TEXT,mortgage customer service,below_threshold
Mortgage Dashboard,2,,TEXT,mortgage dashboard,below_threshold
Mortgage Department Number,2,,TEXT,mortgage department number,below_threshold
Mortgage Helpline Number,2,,TEXT,mortgage helpline number,below_threshold
Mortgage Hỗ trợ Khách hàng Nhóm,2,,TEXT,mortgage ho tro khach hang nhom,below_threshold
Mortgage Nhóm Hỗ trợ Khách hàng,2,,TEXT,mortgage nhom ho tro khach hang,below_threshold
Mortgage Payment Portal,2,,TEXT,mortgage payment portal,below_threshold
Mortgage Specialist,2,,TEXT,mortgage specialist,below_threshold
Mortgage Điện thoại Số,2,,TEXT,mortgage đien thoai so,below_threshold
Nhà sử dụng,2,,TEXT,nha su dung,below_threshold
Nhạc của người bạn,2,,TEXT,nhac cua nguoi ban,below_threshold
Nhạc ngân hàng của bạn,2,,TEXT,nhac ngan hang cua ban,below_threshold
Nhạc sĩ,2,,TEXT,nhac si,below_threshold
Nhạc tài khoản chủ tài khoản,2,,TEXT,nhac account chu account,below_threshold
Nhạc đầy đủ,2,,TEXT,nhac đay đu,below_threshold
Nó Ngân hàng,2,,TEXT,no ngan hang,below_threshold
Nó Tài khoản,2,,TEXT,no account,below_threshold
Nó Tài khoản Ngân hàng,2,,TEXT,no account ngan hang,below_threshold
One-Time Password,2,,TEXT,one time password,below_threshold
Online Banking Platform,2,,TEXT,online banking platform,below_threshold
Order History,2,,TEXT,order history,below_threshold
Password Recovery,2,,TEXT,password recovery,below_threshold
Privacy,2,,TEXT,privacy,below_threshold
Product/Service,2,,TEXT,product service,below_threshold
Reason,2,,TEXT,reason,below_threshold
Response Timeframe,2,,TEXT,response timeframe,below_threshold
Sign In,2,,TEXT,sign in,below_threshold
Sign Up,2,,TEXT,sign up,below_threshold
Sign-in,2,,TEXT,sign in,below_threshold
TID chuyển khoản,2,,TEXT,tid chuyen khoan,below_threshold
TID giao dịch,2,,TEXT,tid transaction,below_threshold
Tay của sinh,2,,TEXT,tay cua sinh,below_threshold
Thanh Lịch sử giao dịch,2,,TEXT,thanh lich su transaction,below_threshold
Thanh lịch sử giao dịch,2,,TEXT,thanh lich su transaction,below_threshold
Thuyền chuyển,2,,TEXT,thuyen chuyen,below_threshold
Thuyền tài chính,2,,TEXT,thuyen tai chinh,below_threshold
Thuế Dịch vụ,2,,TEXT,thue dich vu,below_threshold
Thời gian và Thời gian,2,,TEXT,thoi gian va thoi gian,below_threshold
Thời xử lý,2,,TEXT,thoi xu ly,below_threshold
Time,2,,TEXT,time,below_threshold
Tin tức cá nhân,2,,TEXT,tin tuc ca nhan,below_threshold
Tranaction Number,2,,TEXT,tranaction number,below_threshold
Trang chuyển khoản,2,,TEXT,trang chuyen khoan,below_threshold
Trang dịch vụ lịch sử,2,,TEXT,trang dich vu lich su,below_threshold
Trang dịch vụ điện thoại của khách hàng,2,,TEXT,trang dich vu đien thoai cua khach hang,below_threshold
Trang tín dụng 1,2,,TEXT,trang tin dung 1,below_threshold
Trang tín dụng 2,2,,TEXT,trang tin dung 2,below_threshold
Trang tín dụng 3,2,,TEXT,trang tin dung 3,below_threshold
Transfer Details,2,,TEXT,transfer details,below_threshold
Transfer Funds,2,,TEXT,transfer funds,below_threshold
Trong khoản thanh toán,2,,TEXT,trong khoan thanh toan,below_threshold
Trung dịch vụ ngân hàng,2,,TEXT,trung dich vu ngan hang,below_threshold
Tài khoản,2,,TEXT,account,below_threshold
Tài khoản chuyển khoản,2,,TEXT,account chuyen khoan,below_threshold
Tài khoản của tôi,2,,TEXT,account cua toi,below_threshold
Tài khoản điện thoại hỗ trợ khách hàng,2,,TEXT,account đien thoai ho tro khach hang,below_threshold
Tài liệu liên lạc,2,,TEXT,tai lieu lien lac,below_threshold
Tài đặt tài khoản,2,,TEXT,tai đat account,below_threshold
Tên,2,,TEXT,ten,below_threshold
Tên Ngân hàng,2,,TEXT,ten ngan hang,below_threshold
Tên chuyển giao,2,,TEXT,ten chuyen giao,below_threshold
Tên chuyển khoản,2,,TEXT,ten chuyen khoan,below_threshold
Tên giao dịch,2,,TEXT,ten transaction,below_threshold
Tên liên hệ,2,,TEXT,ten lien he,below_threshold
Tên người dùng,2,,TEXT,ten nguoi dung,below_threshold
Tên sử dụng,2,,TEXT,ten su dung,below_threshold
Tên tài khoản của người nhận,2,,TEXT,ten account cua nguoi nhan,below_threshold
Tín dụng tối thiểu của khoản phí hàng năm,2,,TEXT,tin dung toi thieu cua khoan fee hang nam,below_threshold
Tín số,2,,TEXT,tin so,below_threshold
Tín số Tài khoản Loan,2,,TEXT,tin so account loan,below_threshold
Tín số tài chính,2,,TEXT,tin so tai chinh,below_threshold
Tín số tài khoản,2,,TEXT,tin so account,below_threshold
Tính khoản tổng quan,2,,TEXT,tinh khoan tong quan,below_threshold
Tính khoản điện thoại hỗ trợ khách hàng,2,,TEXT,tinh khoan đien thoai ho tro khach hang,below_threshold
Tính năng cá nhân,2,,TEXT,tinh nang ca nhan,below_threshold
Tính toán tổng quan,2,,TEXT,tinh toan tong quan,below_threshold
Tập lịch sử,2,,TEXT,tap lich su,below_threshold
Tập nhật của bạn,2,,TEXT,tap nhat cua ban,below_threshold
Tập nhật số điện thoại,2,,TEXT,tap nhat so đien thoai,below_threshold
Tập nhật tiền mặt,2,,TEXT,tap nhat tien mat,below_threshold
Tập trình của tôi,2,,TEXT,tap trinh cua toi,below_threshold
Tổng thông tin tài chính,2,,TEXT,tong thong tin tai chinh,below_threshold
View Balance,2,,TEXT,view balance,below_threshold
View Recent Activity,2,,TEXT,view recent activity,below_threshold
Vận thăm trang web của chúng tôi,2,,TEXT,van tham trang web cua chung toi,below_threshold
hỗ trợ khách hàng,2,,TEXT,ho tro khach hang,below_threshold
lê số tài khoản,2,,TEXT,le so account,below_threshold
lênh số tham khảo,2,,TEXT,lenh so tham khao,below_threshold
lênh tài khoản số,2,,TEXT,lenh account so,below_threshold
mortgage tài khoản số,2,,TEXT,mortgage account so,below_threshold
tên của người nhận,2,,TEXT,ten cua nguoi nhan,below_threshold
tên thuê nhà,2,,TEXT,ten thue nha,below_threshold
tên đầy đủ,2,,TEXT,ten đay đu,below_threshold
Điều ID giao dịch,2,,TEXT,đieu id transaction,below_threshold
Điều Số Tài khoản Ngân hàng,2,,TEXT,đieu so account ngan hang,below_threshold
Điều Tên Ngân hàng,2,,TEXT,đieu ten ngan hang,below_threshold
Điều bảo mật,2,,TEXT,đieu security,below_threshold
Điều chuyển khoản ngân hàng,2,,TEXT,đieu chuyen khoan ngan hang,below_threshold
Điều cân bằng thẻ,2,,TEXT,đieu can bang card,below_threshold
Điều hướng,2,,TEXT,đieu huong,below_threshold
Điều hồ sơ,2,,TEXT,đieu ho so,below_threshold
Điều hỗ trợ điện thoại của khách hàng,2,,TEXT,đieu ho tro đien thoai cua khach hang,below_threshold
Điều hủy bỏ Loan,2,,TEXT,đieu huy bo loan,below_threshold
Điều khoản hỗ trợ điện thoại,2,,TEXT,đieu khoan ho tro đien thoai,below_threshold
Điều khoản ủng hộ,2,,TEXT,đieu khoan ung ho,below_threshold
Điều ngày,2,,TEXT,đieu ngay,below_threshold
Điều nhận dạng cá nhân,2,,TEXT,đieu nhan dang ca nhan,below_threshold
Điều sinh nhật,2,,TEXT,đieu sinh nhat,below_threshold
Điều thông tin thẻ,2,,TEXT,đieu thong tin card,below_threshold
Điều thư điện tử,2,,TEXT,đieu thu đien tu,below_threshold
Điều tiền gửi một thời gian (OTP),2,,TEXT,đieu tien gui mot thoi gian (otp),below_threshold
Điều tài khoản ngân hàng của bạn,2,,TEXT,đieu account ngan hang cua ban,below_threshold
Điều tài sản,2,,TEXT,đieu tai san,below_threshold
Điều vay,2,,TEXT,đieu vay,below_threshold
Điều địa chỉ,2,,TEXT,đieu đia chi,below_threshold
Điểm hỗ trợ khách hàng,2,,TEXT,điem ho tro khach hang,below_threshold
Điểm hủy bỏ tài khoản,2,,TEXT,điem huy bo account,below_threshold
Điểm vay,2,,TEXT,điem vay,below_threshold
Đại phòng hủy bỏ số tài khoản,2,,TEXT,đai phong huy bo so account,below_threshold
Đặt vé,2,,TEXT,đat ve,below_threshold
Độ tiền chuyển khoản,2,,TEXT,đo tien chuyen khoan,below_threshold
địa chỉ chuyển giao,2,,TEXT,đia chi chuyen giao,below_threshold
24/7,1,,TEXT,24 7,below_threshold
24/7 Customer Support,1,,TEXT,24 7 customer support,below_threshold
24/7 Customer Support Number,1,,TEXT,24 7 customer support number,below_threshold
24/7 Số điện thoại hỗ trợ khách hàng,1,,TEXT,24 7 so đien thoai ho tro khach hang,below_threshold
24/7 hỗ trợ khách hàng,1,,TEXT,24 7 ho tro khach hang,below_threshold
24/7 trợ giúp,1,,TEXT,24 7 tro giup,below_threshold
24/7 đội hỗ trợ khách hàng.,1,,TEXT,24 7 đoi ho tro khach hang.,below_threshold
24/7Client Support Line,1,,TEXT,24 7client support line,below_threshold
AMEX,1,AMEX,TEXT,amex,below_threshold
AMEX Khách hàng Dịch vụ Điện thoại số,1,AMEX,TEXT,amex khach hang dich vu đien thoai so,below_threshold
AMEX Số Dịch vụ Khách hàng,1,AMEX,TEXT,amex so dich vu khach hang,below_threshold
AMEX Số Dịch vụ khách hàng,1,AMEX,TEXT,amex so dich vu khach hang,below_threshold
ATM Finder,1,,TEXT,atm finder,below_threshold
ATM Finder App,1,,TEXT,atm finder app,below_threshold
ATM Hunter,1,,TEXT,atm hunter,below_threshold
ATM Locator App,1,,TEXT,atm locator app,below_threshold
ATM Near Me,1,,TEXT,atm near me,below_threshold
ATM Địa điểm,1,,TEXT,atm đia điem,below_threshold
Account Access,1,,TEXT,account access,below_threshold
Account Dashboard,1,,TEXT,account dashboard,below_threshold
Account Statements,1,,TEXT,account statement,below_threshold
"Account""",1,,TEXT,account,below_threshold
Accounts,1,,TEXT,accounts,below_threshold
Activate Card International Usage,1,,TEXT,activate card international usage,below_threshold
Activate Now,1,,TEXT,activate now,below_threshold
Activation Card,1,,TEXT,activation card,below_threshold
Add new card,1,,TEXT,add new card,below_threshold
American Express Customer Service Number,1,AMERICAN_EXPRESS,TEXT,american express customer service number,below_threshold
American Express Customer Support Number,1,AMERICAN_EXPRESS,TEXT,american express customer support number,below_threshold
American Express Dịch vụ Khách hàng Số điện thoại,1,AMERICAN_EXPRESS,TEXT,american express dich vu khach hang so đien thoai,below_threshold
American Express Dịch vụ Số,1,AMERICAN_EXPRESS,TEXT,american express dich vu so,below_threshold
American Express Hỗ trợ Khách hàng Điện thoại số,1,AMERICAN_EXPRESS,TEXT,american express ho tro khach hang đien thoai so,below_threshold
American Express Hỗ trợ khách hàng Điện thoại Số,1,AMERICAN_EXPRESS,TEXT,american express ho tro khach hang đien thoai so,below_threshold
American Express International Customer Service Number,1,AMERICAN_EXPRESS,TEXT,american express international customer service number,below_threshold
American Express Khách hàng Hỗ trợ Điện thoại Số,1,AMERICAN_EXPRESS,TEXT,american express khach hang ho tro đien thoai so,below_threshold
American Express Support,1,AMERICAN_EXPRESS,TEXT,american express support,below_threshold
Amount Transfer,1,,TEXT,amount transfer,below_threshold
App,1,,TEXT,app,below_threshold
App Store/Play Store,1,,TEXT,appstore playstore,below_threshold
Apple App Store,1,,TEXT,apple appstore,below_threshold
Authenticate Your Identity,1,,TEXT,authenticate your identity,below_threshold
Bank A,1,,TEXT,bank a,below_threshold
Bank Account Details,1,,TEXT,bank account details,below_threshold
Bank B,1,,TEXT,bank b,below_threshold
Bank Card Lock Helpline,1,,TEXT,bank card lock helpline,below_threshold
Bank Customer Support Number,1,,TEXT,bank customer support number,below_threshold
Bank Hỗ trợ Điện thoại Số điện thoại,1,,TEXT,bank ho tro đien thoai so đien thoai,below_threshold
Bank Khách hàng Dịch vụ Số,1,,TEXT,bank khach hang dich vu so,below_threshold
Bank Location,1,,TEXT,bank location,below_threshold
Bank Transfer,1,,TEXT,bank transfer,below_threshold
Bank Transfer Step 1,1,,TEXT,bank transfer step 1,below_threshold
Bank Transfer Step 2,1,,TEXT,bank transfer step 2,below_threshold
Bank Transfer Step 3,1,,TEXT,bank transfer step 3,below_threshold
Bank Transfer Support Team,1,,TEXT,bank transfer support team,below_threshold
Bank's Mobile App,1,,TEXT,bank s mobile app,below_threshold
Bank/Branch Name,1,,TEXT,bank branch name,below_threshold
Banker Malls,1,,TEXT,banker malls,below_threshold
Banking App Name,1,,TEXT,banking app name,below_threshold
Banking Customer Support,1,,TEXT,banking customer support,below_threshold
Banks,1,,TEXT,banks,below_threshold
"Bill""",1,,TEXT,bill,below_threshold
Billing Cycle,1,,TEXT,billing cycle,below_threshold
Billing Lịch sử,1,,TEXT,billing lich su,below_threshold
Biometric Authentic,1,,TEXT,biometric authentic,below_threshold
Biometric Authentication,1,,TEXT,biometric authentication,below_threshold
Branch Locations.,1,,TEXT,branch locations.,below_threshold
Branch Name,1,,TEXT,branch name,below_threshold
Brief Description,1,,TEXT,brief description,below_threshold
C/7,1,,TEXT,c 7,below_threshold
CVC code,1,,TEXT,cvc code,below_threshold
Cancel Profile,1,,TEXT,cancel profile,below_threshold
Cancell Account,1,,TEXT,cancell account,below_threshold
Cancell Loan,1,,TEXT,cancell loan,below_threshold
Cancell Time,1,,TEXT,cancell time,below_threshold
Cancellation Department,1,,TEXT,cancellation department,below_threshold
Cancellation Form,1,,TEXT,cancellation form,below_threshold
Cancellation Page,1,,TEXT,cancellation page,below_threshold
Card,1,,TEXT,card,below_threshold
Card Activation App,1,,TEXT,card activation app,below_threshold
Card Annual Fees,1,,TEXT,card annual fee,below_threshold
Card Balance,1,,TEXT,card balance,below_threshold
Card Blocking,1,,TEXT,card blocking,below_threshold
Card Cancellation,1,,TEXT,card cancellation,below_threshold
Card Charges,1,,TEXT,card charges,below_threshold
Card Customer Service Number,1,,TEXT,card customer service number,below_threshold
Card Hỗ trợ khách hàng,1,,TEXT,card ho tro khach hang,below_threshold
Card Issuer Dịch vụ Số khách hàng,1,,TEXT,card issuer dich vu so khach hang,below_threshold
Card Issuer Điện thoại Số,1,,TEXT,card issuer đien thoai so,below_threshold
Card Profile,1,,TEXT,card profile,below_threshold
Card Summary,1,,TEXT,card summary,below_threshold
Card Support Team,1,,TEXT,card support team,below_threshold
Cardholder Portal,1,,TEXT,cardholder portal,below_threshold
Cards Cancell,1,,TEXT,cards cancell,below_threshold
Cards Cài đặt,1,,TEXT,cards cai đat,below_threshold
Cards Lock,1,,TEXT,cards lock,below_threshold
Cards Number,1,,TEXT,cards number,below_threshold
Cards_7,1,,TEXT,cards 7,below_threshold
Cart Activation,1,,TEXT,cart activation,below_threshold
Carta Details,1,,TEXT,carta details,below_threshold
Charges,1,,TEXT,charges,below_threshold
Chat Hỗ trợ,1,,TEXT,chat ho tro,below_threshold
Check Fees,1,,TEXT,check fee,below_threshold
Check Loan Payments,1,,TEXT,check loan payments,below_threshold
Checking Account,1,,TEXT,checking account,below_threshold
Chiếc thẻ thứ ba,1,,TEXT,chiec card thu ba,below_threshold
Chuyến dịch vụ hỗ trợ của chúng tôi!,1,,TEXT,chuyen dich vu ho tro cua chung toi!,below_threshold
Chuyết minh/Service,1,,TEXT,chuyet minh service,below_threshold
City Name,1,,TEXT,city name,below_threshold
Client App,1,,TEXT,client app,below_threshold
Client Card,1,,TEXT,client card,below_threshold
Client Service Chat,1,,TEXT,client service chat,below_threshold
Close Profile,1,,TEXT,close profile,below_threshold
Company Name,1,,TEXT,company name,below_threshold
Company name,1,,TEXT,company name,below_threshold
Confirm,1,,TEXT,confirm,below_threshold
Confirmation,1,,TEXT,confirmation,below_threshold
Confirmation Method,1,,TEXT,confirmation method,below_threshold
Conta Benefits,1,,TEXT,conta benefits,below_threshold
Conta Details,1,,TEXT,conta details,below_threshold
Conta and Charges,1,,TEXT,conta and charges,below_threshold
Contact Amex Customer Support,1,AMEX,TEXT,contact amex customer support,below_threshold
Contact Bank,1,,TEXT,contact bank,below_threshold
Contact Bank's Customer Service,1,,TEXT,contact bank s customer service,below_threshold
Contact Card Cancellation,1,,TEXT,contact card cancellation,below_threshold
Contact Channel,1,,TEXT,contact channel,below_threshold
Contact Deactivate,1,,TEXT,contact deactivate,below_threshold
Contact Form,1,,TEXT,contact form,below_threshold
Contact Hỗ trợ Khách hàng,1,,TEXT,contact ho tro khach hang,below_threshold
Contact Management,1,,TEXT,contact management,below_threshold
Contact Name,1,,TEXT,contact name,below_threshold
Contact Option,1,,TEXT,contact option,below_threshold
Contact Preference,1,,TEXT,contact preference,below_threshold
Contact Summary,1,,TEXT,contact summary,below_threshold
Contact Support Number,1,,TEXT,contact support number,below_threshold
Contact Time,1,,TEXT,contact time,below_threshold
Contact Visa Cancellation Procedure,1,VISA,TEXT,contact visa cancellation procedure,below_threshold
Contact Visa Customer Support,1,VISA,TEXT,contact visa customer support,below_threshold
Contact ngân hàng của bạn,1,,TEXT,contact ngan hang cua ban,below_threshold
Continue,1,,TEXT,continue,below_threshold
Conto Overview,1,,TEXT,conto overview,below_threshold
Convenience Stores,1,,TEXT,convenience stores,below_threshold
Cortgage Department,1,,TEXT,cortgage department,below_threshold
Council tài chính,1,,TEXT,council tai chinh,below_threshold
Create New Account,1,,TEXT,create new account,below_threshold
Create Password,1,,TEXT,create password,below_threshold
Create a New Password,1,,TEXT,create a new password,below_threshold
Credit Assistance,1,,TEXT,credit assistance,below_threshold
Credit Card Activate,1,,TEXT,credit card activate,below_threshold
Credit Card Cancellation,1,,TEXT,credit card cancellation,below_threshold
Credit Card Date,1,,TEXT,credit card date,below_threshold
Credit Card Date of Birth,1,,TEXT,credit card date of birth,below_threshold
Credit Card Issuer,1,,TEXT,credit card issuer,below_threshold
Credit Card Overview,1,,TEXT,credit card overview,below_threshold
Credit Card Sa,1,,TEXT,credit card sa,below_threshold
Credit Card Support,1,,TEXT,credit card support,below_threshold
Credit Card Số,1,,TEXT,credit card so,below_threshold
Credit Card and Fees,1,,TEXT,credit card and fee,below_threshold
Credit Card for international us,1,,TEXT,credit card for international us,below_threshold
Credit Card for us,1,,TEXT,credit card for us,below_threshold
Credit Card quốc tế,1,,TEXT,credit card quoc te,below_threshold
Credit Card's vấn đề,1,,TEXT,credit card s van đe,below_threshold
Credit Cards and Terms,1,,TEXT,credit cards and terms,below_threshold
Credit Express Hỗ trợ Điện thoại Số,1,,TEXT,credit express ho tro đien thoai so,below_threshold
Credit Fees,1,,TEXT,credit fee,below_threshold
Credit Overview,1,,TEXT,credit overview,below_threshold
Credit Portal,1,,TEXT,credit portal,below_threshold
Credit Store Locations.,1,,TEXT,credit store locations.,below_threshold
Credit Summary,1,,TEXT,credit summary,below_threshold
Credit Team,1,,TEXT,credit team,below_threshold
Credit Union A,1,,TEXT,credit union a,below_threshold
Credit Union B,1,,TEXT,credit union b,below_threshold
Credit/Debit,1,,TEXT,credit debit,below_threshold
Cung cấp thông tin cần thiết khác,1,,TEXT,cung cap thong tin can thiet khac,below_threshold
Currency,1,,TEXT,currency,below_threshold
Current Balance,1,,TEXT,current balance,below_threshold
Custom Dates,1,,TEXT,custom dates,below_threshold
Custom Support Team,1,,TEXT,custom support team,below_threshold
Customer Account Number or Name,1,,TEXT,customer account number or name,below_threshold
Customer Activation Status,1,,TEXT,customer activation status,below_threshold
Customer Banking Account,1,,TEXT,customer banking account,below_threshold
Customer Branches,1,,TEXT,customer branch,below_threshold
Customer Hỗ trợ Công việc giờ,1,,TEXT,customer ho tro cong viec gio,below_threshold
Customer Hỗ trợ Số,1,,TEXT,customer ho tro so,below_threshold
